cycleNo,particle0,particle1,particle2,particle3,addrs,n_frames,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points,echem_shape_points,echem_shape_duration_s,shape_V_min,shape_V_max,shape_V_range,shape_V_mean,shape_V_std,shape_I_mean_mA,shape_I_abs_mean_mA,shape_I_pos_fraction,shape_I_neg_fraction,shape_charge_mAh_signed,shape_charge_mAh_abs,shape_charge_mAh_pos,shape_charge_mAh_neg_abs,shape_dVdt_slope,shape_dIdt_slope,shape_V_q05,shape_I_q05,shape_V_q10,shape_I_q10,shape_V_q25,shape_I_q25,shape_V_q50,shape_I_q50,shape_V_q75,shape_I_q75,shape_V_q90,shape_I_q90,shape_V_q95,shape_I_q95,shape_dVdt_abs_median,shape_dVdt_abs_p95,shape_dVdt_sign_consistency,all_dq_abs_total_mAh,all_dq_abs_lowV_frac,all_dq_abs_midV_frac,all_dq_abs_highV_frac,all_dq_abs_peak_voltage,all_dq_abs_peak_frac,all_dq_abs_entropy,all_dqdv_abs_integral_proxy,pos_dq_abs_total_mAh,pos_dq_abs_lowV_frac,pos_dq_abs_midV_frac,pos_dq_abs_highV_frac,pos_dq_abs_peak_voltage,pos_dq_abs_peak_frac,pos_dq_abs_entropy,pos_dqdv_abs_integral_proxy,neg_dq_abs_total_mAh,neg_dq_abs_lowV_frac,neg_dq_abs_midV_frac,neg_dq_abs_highV_frac,neg_dq_abs_peak_voltage,neg_dq_abs_peak_frac,neg_dq_abs_entropy,neg_dqdv_abs_integral_proxy,shape_block_mode,shape_block_nunique,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,cycle_state_pc5,cycle_state_pc6,cycle_state_pc7,cycle_state_pc8,degradation_state_axis,degradation_axis_oriented_to,cycle_state_cluster,state_step_norm,axis_step
80,370,129,252,21,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle5.hdf5,906.0,1.0422535211267605,False,1.0573770491803278,False,1.0327868852459017,False,1.1666666666666667,False,0.0788732394366197,0.0788732394366197,1.0206138721136181e-16,1.0095774647887326,0.0369755196013754,-0.0491803278688525,0.0491803278688525,-0.024590163934426,1.0459016393442622,0.0669928417760738,-0.028688524590164,0.028688524590164,-0.0061475409836063,1.007377049180328,0.058636642513047,0.0,0.0,-0.0833333333333331,1.1333333333333333,0.1394433377556791,1.074771030554914,0.0620951297102047,1.0327868852459017,1.1666666666666667,0.133879781420765,0.057775217181044,0.0002510967444007,0.039185522973909,0.0788732394366197,0.0561618844453971,0,0,0,0,2.0,0.2247191011235955,0,0,,1,1,6.0,1,1,6.0,0.6355701869452403,0.6281793822546397,0.6281793822546397,98.83713792081356,2.998811,4.200845,58971.0,58971.0,9082.847595214844,2.998811,4.200845,1.2020340000000005,3.828769516881179,0.1916341731680601,0.0145668995777585,0.5008889999999999,0.5145410455986841,0.4854589544013159,0.0074979405733426,1.26374956919988,0.6356237548866113,0.6281258143132687,-3.775835067931904e-05,-0.0001661491184402,3.52522,-0.500889,3.591431,-0.500889,3.705901,-0.500889,3.834077,0.500889,3.960708,0.500889,4.083672,0.500889,4.134827,0.500889,0.0,0.0064405053115902,0.0108868916398168,1.2636424333171243,0.0702493457622027,0.672931164389257,0.2568194898485403,3.825,0.1222353520068395,2.7170470103387645,1.051253486438091,0.6355701869452458,0.0017535101701335,0.5965060996916239,0.4017403901382425,3.825,0.1737177647119285,2.2811265487035235,0.5891034723562052,0.6280722463718926,0.1395628861768575,0.7502685932244819,0.1101685205986604,3.675,0.1432934239757541,2.6538243915488597,0.5589517179753435,galvanostatic_10,2.0,-3.9511055843411462,0.1314252686610136,0.43021642805882077,0.25732875320602583,0.22689092535269548,0.7851392578541591,-0.4791267603490197,-0.577832531496635,3.9511055843411462,mean_abs_delta_prev,1,1.501167499646998,-0.3280582469637938
82,365,128,248,22,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle7.hdf5,905.0,1.028169014084507,False,1.0491803278688523,False,1.0163934426229508,False,1.2222222222222223,False,-0.0140845070422535,0.0140845070422535,0.0323943661971833,1.019718309859155,0.0326687704358963,-0.0081967213114755,0.0081967213114755,-0.0286885245901637,1.0655737704918031,0.0417952419146949,-0.0163934426229508,0.0163934426229508,-0.0225409836065574,1.0270491803278692,0.0312928019160997,0.0555555555555555,0.0555555555555555,0.0277777777777778,1.1777777777777776,0.1204415743815488,1.0789912516996332,0.0964454727361468,1.0163934426229508,1.2222222222222223,0.2058287795992714,0.0893848514380681,0.0042202211447189,0.0235575566330588,0.0555555555555555,0.0343971085362241,0,0,0,0,2.0,0.2022471910112359,1,1,4.0,1,1,4.0,1,1,4.0,0.6380740001073426,0.6285797414432752,0.6285797414432752,98.51204426720564,2.999969,4.202196,46781.0,46781.0,9103.720524072647,2.999969,4.202196,1.2022269999999995,3.8226818054765817,0.1907833026040989,0.0193263214766678,0.500889,0.5192920202646374,0.4807079797353626,0.0096125241423042,1.266653741550618,0.638133132846461,0.6285206087041568,-3.7082687379124576e-05,-0.0001641035605466,3.518656,-0.500889,3.587763,-0.500889,3.700496,-0.500889,3.829637,0.500889,3.95067,0.500889,4.075372,0.500889,4.129228,0.500889,0.0,0.0038603543463781,0.0109448482257374,1.2665354760723668,0.0705163433997958,0.6697442690216014,0.2597393875786027,3.825,0.1223813091371209,2.7170317059989664,1.0534911261120965,0.6380740001073465,0.0023397398977488,0.5945350734338046,0.4031251866684466,3.825,0.173226092016101,2.2819673600944324,0.5710902532172429,0.6284614759650355,0.1397357303852645,0.7461038138924512,0.1141604557222843,3.675,0.1409553358210533,2.6504940831438946,0.5592981121219259,galvanostatic_14,2.0,-3.5564625090005078,0.2650120687561555,1.160878298308724,0.08006994164579562,-0.5496099659458759,2.288599935772786,-2.5248613828933095,0.31257740320795513,3.5564625090005078,mean_abs_delta_prev,1,0.8595789928719804,-0.39464307534063847
84,372,131,247,19,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle9.hdf5,907.0,1.047887323943662,False,1.0737704918032789,False,1.0122950819672132,False,1.0555555555555556,False,0.0197183098591549,0.0197183098591549,0.0028169014084508,1.024788732394366,0.0350927583152618,0.0245901639344265,0.0245901639344265,0.0081967213114756,1.078688524590164,0.0269371749592703,-0.0040983606557376,0.0040983606557376,-0.010245901639344,1.0336065573770492,0.020368481376703,-0.1666666666666667,0.1666666666666667,-0.0555555555555554,1.1888888888888889,0.1009216784699163,1.0473771133174274,0.0257844047431798,1.0122950819672132,1.0737704918032789,0.0614754098360657,0.024618071576446,-0.0316141383822057,0.0537683752789964,0.1666666666666667,0.0909033319177922,0,0,0,0,2.0,0.2359550561797752,1,1,2.0,1,1,2.0,1,1,2.0,0.6341779621112655,0.626931303671796,0.626931303671796,98.85731468571622,2.953254,4.200073,42444.0,42444.0,9063.87115073204,2.953254,4.200073,1.246819,3.8218300631184623,0.1955360266310682,0.0048856857506361,0.5008889999999999,0.5048770144189991,0.4951229855810009,0.007469275825879,1.2611092657830614,0.6342892708044703,0.6268199949785912,-4.016108464397923e-05,-0.0001662540069541,3.512093,-0.500889,3.5829949,-0.500889,3.692968,-0.500889,3.830023,0.500889,3.955689,0.500889,4.08039,0.500889,4.131352,0.500889,0.0,0.0032351091463516,0.0110972362933817,1.2608741219043316,0.0723357863522197,0.6711323930102209,0.2565318206375593,3.825,0.1201676943550901,2.7253362871132243,1.011272784505475,0.6341779621112631,0.002652500123148,0.5960911973789911,0.4012563024978609,3.825,0.1707358488561915,2.2896015253994406,0.5908789439756701,0.6266961597930724,0.1428509854058725,0.7470694667837647,0.1100795478103627,3.675,0.1443806687898007,2.653396674302212,0.5366160357241642,galvanostatic_18,2.0,-4.423886459980029,-0.527823764218424,0.1175305388828219,-2.152492792874722,-0.9311349733988034,0.21929490451262043,-1.1473894648109342,-3.2637866396839414,4.423886459980029,mean_abs_delta_prev,1,2.7301875172687677,0.867423950979521
86,323,112,206,17,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle1.hdf5,899.0,0.9098591549295776,True,0.918032786885246,True,0.8442622950819673,True,0.9444444444444444,False,-0.1380281690140843,0.1380281690140843,-0.0591549295774647,0.9983098591549296,0.0598417538916399,-0.1557377049180328,0.1557377049180328,-0.065573770491803,1.040983606557377,0.0721590854986023,-0.1680327868852459,0.1680327868852459,-0.0860655737704917,0.9934426229508198,0.0856057191789241,-0.1111111111111111,0.1111111111111111,-0.1388888888888889,1.1111111111111112,0.1111111111111109,0.9041496703353088,0.0425656578112455,0.8442622950819673,0.9444444444444444,0.1001821493624771,0.0470781101932601,-0.1432274429821185,0.1432274429821185,0.1680327868852459,0.0247002224180334,3,1,1,1,2.0,0.0786516853932584,0,0,,0,0,,0,0,,0.6320318013760877,0.623164453387729,0.623164453387729,98.59700920601584,2.999776,4.200073,90230.0,90230.0,9021.373033046722,2.999776,4.200073,1.2002969999999995,3.821635612224316,0.1951352001063813,0.0034861829990025,0.500889,0.5034799955668846,0.4965200044331154,0.0089188324105128,1.255196254763817,0.6320575435871648,0.623138711176652,-4.057965189988046e-05,-0.0001665517044586,3.514023,-0.500889,3.581779,-0.500889,3.692389,-0.500889,3.830409,0.500889,3.95511,0.500889,4.079810999999999,0.500889,4.132703,0.500889,0.0,0.0096450651383918,0.0282060091544847,1.2551405952423127,0.0718560471925163,0.670932574952093,0.2572113778553906,3.825,0.1203909000356851,2.7230919476877897,1.0456916873426436,0.632031801376095,0.0011315221755242,0.5935204267368522,0.4053480510876235,3.825,0.1707569580453019,2.2818799306263458,0.5847771309761727,0.623108793866207,0.1435933575755197,0.7494532762590096,0.1069533661654707,3.675,0.1416731842326885,2.652162126291453,0.5559668957357797,galvanostatic_2,2.0,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,-2.5209726732680426,0.5299898946872965,3.8865447140653377,-2.026871197652093,6.813171681880113,mean_abs_delta_prev,1,8.521464254560303,2.389285221900084
88,305,109,198,19,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle3.hdf5,904.0,0.8591549295774648,False,0.8934426229508197,False,0.8114754098360656,False,1.0555555555555556,False,-0.0507042253521128,0.0507042253521128,-0.0943661971830986,0.9774647887323944,0.0870281222860585,-0.0245901639344263,0.0245901639344263,-0.0901639344262293,0.9983606557377048,0.0854584361900218,-0.0327868852459016,0.0327868852459016,-0.1004098360655736,0.9434426229508196,0.1064154161552032,0.1111111111111111,0.1111111111111111,2.911359745044115e-16,1.088888888888889,0.1082977149423215,0.9049071294799764,0.1059074017251927,0.8114754098360656,1.0555555555555556,0.24408014571949,0.1170367635251748,0.0007574591446675,0.054798096410888,0.1111111111111111,0.0743728411673913,0,0,0,0,2.0,0.1797752808988764,0,0,,0,0,,0,0,,0.6313638112521504,0.625657274255596,0.625657274255596,99.09615709756363,2.99051,4.200073,80850.0,80850.0,9034.488495111464,2.99051,4.200073,1.2095629999999995,3.831200505021645,0.189345461465413,0.0275566391094619,0.500889,0.5275077303648732,0.4724922696351268,0.005758025731142,1.2570210855077462,0.6313895556194442,0.6256315298883021,-3.713094276907577e-05,-0.0001676143756201,3.527922,-0.500889,3.596064,-0.500889,3.713622,-0.500889,3.836393,0.500889,3.960129,0.500889,4.081761300000001,0.500889,4.134248,0.500889,0.0,0.009640585365848,0.0103650014224047,1.2569695967731649,0.0724777145242121,0.671548260455721,0.2559740250200669,3.825,0.1204782166091046,2.723038112996046,1.0391931604828897,0.6313638112521501,0.0005421433841187,0.5967810671102795,0.4026767895056016,3.825,0.1712858684542144,2.272849047143817,0.5867791573206153,0.6256057855210115,0.1450753749211433,0.7470036050828373,0.1079210199960193,3.675,0.1423840614061637,2.6542514379015807,0.5536177608430658,galvanostatic_6,2.0,-6.01785605119535,-0.8517443342283604,-4.213577206515748,3.885389287762494,-1.0730364553870628,2.559933639247776,-1.3747724396622247,1.8530673825903725,6.01785605119535,mean_abs_delta_prev,1,1.6534033937795864,-0.7953156306847626
90,284,103,178,18,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle5.hdf5,902.0,0.8,False,0.8442622950819673,False,0.7295081967213115,False,1.0,False,-0.0591549295774647,0.0591549295774647,-0.0549295774647886,0.929014084507042,0.1070681955221186,-0.0491803278688524,0.0491803278688524,-0.0368852459016391,0.9557377049180328,0.1004892626641106,-0.081967213114754,0.081967213114754,-0.0573770491803278,0.8827868852459018,0.1271681093281624,-0.0555555555555555,0.0555555555555555,0.0277777777777777,1.0555555555555558,0.1039349274103868,0.8434426229508196,0.1145705010608695,0.7295081967213115,1.0,0.2704918032786885,0.1358367456698355,-0.0614645065291566,0.0614645065291566,0.081967213114754,0.014277159731515,0,0,0,0,2.0,0.1629213483146067,0,0,,0,0,,0,0,,0.6333705069494331,0.6261703468961589,0.6261703468961589,98.8631993478899,2.980472,4.200652,59062.0,59062.0,9052.598627328873,2.980472,4.200652,1.22018,3.8270822785547383,0.1923934192002778,0.0214392907791812,0.5008889999999999,0.5214012393755715,0.4785987606244286,0.0072850313379007,1.259540853845592,0.6334129425917465,0.6261279112538457,-3.8048160740079496e-05,-0.0001662990134041,3.521359,-0.500889,3.588535,-0.500889,3.703971,-0.500889,3.834077,0.500889,3.957427,0.500889,4.081356,0.500889,4.133861,0.500889,0.0,0.0096401261373004,0.0106500059260764,1.2594559825609717,0.072237161775565,0.6720084548844303,0.2557543833400046,3.825,0.1204259996297273,2.7237585116585503,1.032188679179278,0.6333705069494329,0.0015091620728117,0.5964708278131502,0.4020200101140378,3.825,0.1692319268164041,2.282501597822927,0.5800074971789783,0.6260854756115337,0.143788141270013,0.7484250258089771,0.1077868329210097,3.675,0.1403968845171914,2.655502684034795,0.5490711139548803,galvanostatic_10,2.0,-6.899579395248483,-2.0725534497611204,-5.670857747270398,4.345836131765773,-1.40975806993054,1.0630487847306853,-3.506582620568437,0.638735673947089,6.899579395248483,mean_abs_delta_prev,1,2.145574240764198,0.8817233440531327
92,290,108,185,20,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle7.hdf5,905.0,0.8169014084507042,False,0.8852459016393442,False,0.7581967213114754,False,1.1111111111111112,False,0.0169014084507042,0.0169014084507042,-0.02112676056338,0.8867605633802818,0.0995805525747922,0.0409836065573769,0.0409836065573769,-0.0040983606557375,0.9229508196721312,0.088395473537986,0.0286885245901639,0.0286885245901639,-0.0266393442622949,0.8311475409836067,0.1107088518550563,0.1111111111111111,0.1111111111111111,0.0277777777777779,1.0333333333333334,0.0633430791721733,0.8928637856281587,0.1544834707393776,0.7581967213114754,1.1111111111111112,0.3529143897996357,0.173020199974505,0.049421162677339,0.049421162677339,0.1111111111111111,0.0422856113749247,0,0,0,0,2.0,0.2022471910112359,0,0,,0,0,,0,0,,0.6321511414464831,0.6253181712982415,0.6253181712982415,98.91909233405694,2.989738,4.201423999999999,50572.0,50572.0,9037.710003376014,2.989738,4.201423999999999,1.2116859999999994,3.822322834236336,0.1938237655160203,0.005368224274302,0.500889,0.5053586965119038,0.4946413034880962,0.0069498457954103,1.2574693127447247,0.6322095792700674,0.6252597334746571,-3.978270308579725e-05,-0.0001664645462897,3.516147,-0.500889,3.583902,-0.500889,3.693354,-0.500889,3.830023,0.500889,3.954145,0.500889,4.079039,0.500889,4.132896,0.500889,0.0,0.0096347908142634,0.0117854106108243,1.2573524370975702,0.0728272068666276,0.6711394616134518,0.2560333315199205,3.825,0.1193123293028172,2.7252001176543064,1.0376883426049082,0.6321511414464842,0.0018114227407677,0.5948593680577632,0.4033292092014691,3.825,0.1686706663671229,2.280292916598186,0.5867741371019773,0.6252012956510732,0.144632414738326,0.7482674978896067,0.1071000873720673,3.675,0.1402393607005217,2.6555651805896345,0.5525049096579224,galvanostatic_14,2.0,-6.3200589209783455,-2.7505761569883425,-3.4522509129327914,3.618738712932709,1.2603572573683177,2.034034194903864,-5.500146899397168,1.9732444519986099,6.3200589209783455,mean_abs_delta_prev,1,2.499289041599082,-0.5795204742701374
94,307,111,193,20,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle9.hdf5,901.0,0.8647887323943662,False,0.9098360655737704,False,0.7909836065573771,False,1.1111111111111112,False,0.0478873239436619,0.0478873239436619,0.0323943661971831,0.8501408450704225,0.0432465471054091,0.0245901639344261,0.0245901639344261,0.0327868852459015,0.8901639344262294,0.0287470129782778,0.0327868852459016,0.0327868852459016,0.0307377049180328,0.7868852459016394,0.0448016621087618,0.0,0.0,0.0555555555555556,1.0444444444444445,0.0724355822800286,0.9191798789091562,0.137012877504625,0.7909836065573771,1.1111111111111112,0.320127504553734,0.1490599181383584,0.0263160932809974,0.0263160932809974,0.0478873239436619,0.0200225268022333,0,0,0,0,2.0,0.1404494382022472,0,0,,0,0,,0,0,,0.6339913802178231,0.6268646283366863,0.6268646283366863,98.87589136011783,2.94534,4.201231,45515.0,45515.0,9062.050935029984,2.94534,4.201231,1.255891,3.8234271201362175,0.1948733690898068,0.0139212256398989,0.5008889999999999,0.5138965176315501,0.4861034823684499,0.0072853663808342,1.2608560085545093,0.6340706874676718,0.6267853210868375,-3.902396574973098e-05,-0.0001661864357213,3.515182,-0.500889,3.585061,-0.500889,3.698759,-0.500889,3.830988,0.500889,3.955882,0.500889,4.080198,0.500889,4.132124,0.500889,0.0,0.0095947534667652,0.0116447686426154,1.260693220282318,0.074425426338258,0.6703591825529541,0.2552153911087877,3.825,0.1204264802834232,2.726149861607828,1.0038237556303198,0.6339913802178223,0.0025281769212667,0.5955906605313349,0.4018811625473982,3.825,0.1713522788957945,2.2917309376196418,0.571086746209583,0.6267018400645205,0.1471589552314374,0.745997381522406,0.1068436632461565,3.675,0.1419816318809751,2.6564277140233425,0.5330964930439238,galvanostatic_18,2.0,-5.903740541066177,-2.7517352957250107,-2.269388914452007,1.1467863865435668,0.382828089793743,0.49478228731203,-7.1765443500708495,1.4024450767774437,5.903740541066177,mean_abs_delta_prev,1,2.77182848467324,-0.4163183799121688
96,393,140,259,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle1.hdf5,893.0,1.1070422535211268,False,1.147540983606557,False,1.0614754098360657,False,1.1111111111111112,False,0.2422535211267606,0.2422535211267606,0.1450704225352114,0.8895774647887323,0.1246363486343872,0.2377049180327867,0.2377049180327867,0.1311475409836065,0.9360655737704916,0.1206617514538366,0.2704918032786886,0.2704918032786886,0.1516393442622952,0.8303278688524591,0.1329474338070206,0.0,0.0,9.952936960706221e-17,1.077777777777778,0.0496903994999944,1.1067924395187152,0.0352741187269821,1.0614754098360657,1.147540983606557,0.0860655737704914,0.0318705815720253,0.187612560609559,0.187612560609559,0.2704918032786886,0.1259130925180045,0,0,0,0,2.0,0.0224719101123595,0,0,,0,0,,0,0,,0.6393152405966026,0.6264680253774085,0.6264680253774085,97.9904725551036,2.965416,4.200845,83138.0,83138.0,9097.464223623276,2.965416,4.200845,1.2354290000000003,3.834086318542664,0.1902415901236659,0.0438484224061199,0.5008889999999999,0.5437705982823738,0.4562294017176261,0.0129151138590819,1.2657832659740107,0.6393491899165464,0.6264340760574645,-3.626185681315549e-05,-0.0001659496311085,3.529273,-0.500889,3.596643,-0.500889,3.71502225,-0.500889,3.841026,0.500889,3.964762,0.500889,4.083479,0.500889,4.133283,0.500889,0.0,0.0069006080716003,0.0084679504913576,1.265710213511355,0.072298279311036,0.6678259389850629,0.259875781703901,3.825,0.1186963934616345,2.7273542222025497,1.024510686985132,0.6393152405966122,0.0011606456566483,0.5888232499463798,0.4100161043969719,3.825,0.1677002610278454,2.2886687009670847,0.5906722033096553,0.6263949729147222,0.1449032256176878,0.7484581683842444,0.1066386059980678,3.675,0.1403994873306278,2.656652355107233,0.542002477201987,galvanostatic_2,2.0,-3.8451505077375328,-2.4836808654463334,0.34647820913895744,-0.11150070082355172,13.338254797124566,-2.743229249463725,0.552599615871277,-3.527628556756866,3.8451505077375328,mean_abs_delta_prev,1,3.568710314025355,-2.058590033328644
98,382,135,253,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle3.hdf5,898.0,1.076056338028169,False,1.1065573770491803,False,1.036885245901639,False,1.1111111111111112,False,-0.0309859154929579,0.0309859154929579,0.1056338028169014,0.9329577464788732,0.1471194012715855,-0.0409836065573767,0.0409836065573767,0.098360655737705,0.978688524590164,0.1382065414709012,-0.0245901639344265,0.0245901639344265,0.1229508196721311,0.8754098360655739,0.160350161043682,0.0,0.0,9.952936960706221e-17,1.088888888888889,0.0496903994999945,1.0826525180225248,0.0342514554122456,1.036885245901639,1.1111111111111112,0.074225865209472,0.0316366099390839,-0.0241399214961903,0.0241399214961903,0.0409836065573767,0.0174500801176731,0,0,0,0,2.0,0.0449438202247191,0,0,,0,0,,0,0,,0.6365252931394945,0.624932044368529,0.624932044368529,98.1786664417081,2.999969,4.201617,60147.0,60147.0,9066.372819185255,2.999969,4.201617,1.2016479999999996,3.8114391528089513,0.1942937718516403,-0.0195785332435532,0.500889,0.4804562156051008,0.5195437843948991,0.0117003788816818,1.2614573375080234,0.6365788581948526,0.6248784793131708,-4.038482976027602e-05,-0.0001649164192376,3.506495,-0.500889,3.575409,-0.500889,3.681579,-0.500889,3.818441,-0.500889,3.940246,0.500889,4.072862,0.500889,4.127105,0.500889,0.0,0.0048289982566429,0.012785555149137,1.261350207397299,0.0720765045061644,0.6710308118455456,0.2568926836482899,3.825,0.120459834982214,2.723512354479184,1.0496836073436644,0.6365252931394992,0.0018813737857306,0.5958982699314354,0.402220356282834,3.825,0.170700979110715,2.2904961899575813,0.5699995102940592,0.6248249142578097,0.1435860988568675,0.747570274621278,0.1088436265218544,3.675,0.1419850460335738,2.652105477458461,0.556922674136403,galvanostatic_7,2.0,-4.569015536257349,-3.0310859608914997,2.2653041772184452,0.44955437518398805,2.6194932412285334,-2.8079452506985327,-1.3436098678324009,-1.0329749152027783,4.569015536257349,mean_abs_delta_prev,1,2.1955201689174566,0.7238650285198163
100,392,142,261,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle5.hdf5,899.0,1.104225352112676,False,1.1639344262295082,False,1.069672131147541,False,1.1111111111111112,False,0.028169014084507,0.028169014084507,-0.0014084507042253,0.9938028169014084,0.1411742631813765,0.0573770491803278,0.0573770491803278,0.0081967213114755,1.042622950819672,0.1343612397878318,0.0327868852459019,0.0327868852459019,0.0040983606557377,0.9434426229508196,0.1550459182445982,0.0,0.0,9.952936960706221e-17,1.1111111111111112,0.0,1.1122357551502091,0.0389437460132965,1.069672131147541,1.1639344262295082,0.0942622950819671,0.0350139310240364,0.0295832371276841,0.0295832371276841,0.0573770491803278,0.0235225232167787,0,0,0,0,2.0,0.0786516853932584,0,0,,0,0,,1,1,16.0,0.633428408206735,0.6271394643536904,0.6271394643536904,99.00715790899734,2.999969,4.200845,63808.0,63808.0,9059.980037927628,2.999969,4.200845,1.200876,3.8214978067170255,0.195444444735699,0.0024334815383651,0.500889,0.5024291624874624,0.4975708375125376,0.0064392058319248,1.2605678725604257,0.6335035391961752,0.6270643333642503,-4.039039322734953e-05,-0.0001663639224673,3.514217,-0.500889,3.581586,-0.500889,3.692775,-0.500889,3.829058,0.500889,3.955689,0.500889,4.081356,0.500889,4.132317,0.500889,0.0,0.0096328990539533,0.0122243640979829,1.2604176105815523,0.0726688701312673,0.6726423626038875,0.2546887672648452,3.825,0.1198191814276723,2.724327760517398,1.049581814093672,0.6334284082067335,0.0015397896957406,0.59809690392017,0.4003633063840893,3.825,0.1706632905015116,2.2838507802352903,0.5833608775316981,0.6269892023748146,0.1445284492545304,0.7479534063255673,0.1075181444199022,3.675,0.1407138047170334,2.6575102634740864,0.5592365730737803,galvanostatic_10,2.0,-3.6884175893799607,-1.1126790698530613,1.277783065286462,-0.26918142593922034,2.3493368146770703,-0.6049534473014814,-0.6701805311819565,-0.2716688461643886,3.6884175893799607,mean_abs_delta_prev,1,2.4387531326388983,-0.8805979468773883
102,392,139,260,19,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle7.hdf5,899.0,1.104225352112676,False,1.139344262295082,False,1.0655737704918034,False,1.0555555555555556,False,0.0,0.0,0.0140845070422534,1.0512676056338028,0.1050103668567602,-0.0245901639344261,0.0245901639344261,0.0163934426229508,1.0934426229508196,0.1047449904965891,-0.0040983606557376,0.0040983606557376,0.0143442622950821,1.0049180327868854,0.1202713495706534,-0.0555555555555555,0.0555555555555555,-0.0277777777777776,1.1,0.0248451997499962,1.0911747351137793,0.0383612534332008,1.0555555555555556,1.139344262295082,0.0837887067395264,0.0351559215941714,-0.0210610200364298,0.0210610200364298,0.0555555555555555,0.0253878331461698,0,0,0,0,2.0,0.0786516853932584,0,0,,0,0,,1,1,14.0,0.6347794124100321,0.6269655434009839,0.6269655434009839,98.76904183464588,2.963485,4.200652,60596.0,60596.0,9068.439995527267,2.963485,4.200652,1.237167,3.821027348207802,0.1949705428635613,0.0082164444187735,0.500889,0.5082018615090105,0.4917981384909895,0.0078389091890755,1.261744955811016,0.6347919325000457,0.6269530233109704,-3.9521318016278015e-05,-0.0001658334573335,3.512672,-0.500889,3.582744,-0.500889,3.693354,-0.500889,3.828865,0.500889,3.953952,0.500889,4.078846,0.500889,4.131931,0.500889,0.0,0.009637830651583,0.0114695932007591,1.2617115632760587,0.0727840078463799,0.6727707791777509,0.2544452129758692,3.825,0.1193632711919351,2.725569325584036,1.0198393291092138,0.634779412410031,0.0017556884858953,0.598838302356102,0.3994060091580026,3.825,0.1688249475486638,2.2954364427787275,0.5758012427206413,0.6269321508659972,0.1447013832208002,0.7476286631290757,0.1076699536501239,3.675,0.1404780367502829,2.65501187170394,0.5417430554037566,galvanostatic_14,2.0,-3.618076796282532,-0.8270084722431623,1.015195542016054,-1.5235018040155806,0.05156202089992939,-0.23597894032732372,-1.1953013983426044,-1.0941571402074015,3.618076796282532,mean_abs_delta_prev,1,1.3148487881681614,-0.07034079309742847
